object_name,path,object_size,object_type,parent_directory
138e1e8ca61cc51bd4fcf16046efd9ab03106e,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\7a,427,file,7a
8c3b043b0b9476f401a38aca497118630e4247,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\7c,80,file,7c
b932b6ac2033de0350534e02a09d89c3242b2a,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\7e,257,file,7e
7e9b64d84947d26a41cd8dd18f74679cbe77b4,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\7f,2658,file,7f
5b2af9149ffec40578a272cf52669a9f127459,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\82,372,file,82
a0437015b4a0195b9c425443f59639a27b8681,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\83,52,file,83
fa241dfb408aaac1e35dc8e40a2bbd31ac66a3,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\84,3443,file,84
8fea62ab68a0fe52ea0b40edbf4d258162a0ca,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\87,436,file,87
ff2c09161b65fb0fe82cadbb65df10fc4dc471,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\88,110,file,88
830addd3e3f1d62cb74b86b941f7ab1805735e,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\89,3951,file,89
a3de9b78c043494da21797e68e6ecb7b26106a,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\89,282,file,89
eadef861c5b0675d0e5cba4813840f18b90e62,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\8a,193,file,8a
3c8955c45d721b3f0a312b9d3e803bfa0e4d40,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\8c,3613,file,8c
6ab48d4b8e4b330cc44b627ba74e704a9945c6,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\8e,161,file,8e
f57b044df642712058e43081a4f255931a0f78,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\8f,2058,file,8f
1affb865e28a0813a4d0118cb0d7bad7402087,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\90,711,file,90
d6128dd6af4abec20d185487b50581b86b1294,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\92,445,file,92
335b57677a091c5f8d6719827c7c684c0507a7,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\93,196,file,93
278f1621758307cc6189e7e6cfdf377126ca7b,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\97,80,file,97
93b63a62b74752bfbff0bb9c1d25c01981524b,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\97,178,file,97
f3e043cb1114b5be0da364377ca45963592f8b,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\97,103,file,97
f71a342228bd4b952ba7509714df8d5d0f5380,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\99,157,file,99
c6027dbf0a6a98d26e2a5aae8d2c5dcd989146,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\9d,158,file,9d
cc2cccc7632d5d26c53acf1f8d5db9aa73caa9,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\9d,831,file,9d
9f95bef20c2f8f21bb590c19bf7b18d66feb3d,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\9f,776,file,9f
4fdd71cb73037c8c149cbf6a83f67bc4e299d7,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\a1,961,file,a1
934b9868e8959e624d2237db68f7cfc558c29b,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\a1,160,file,a1
1ef6a9b3b51676efeea45fd8cee487568aa80f,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\a2,1148,file,a2
e962ef98eb97c312c172727462220f85bdcfc6,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\a5,602,file,a5
5f400bf1890a706ef75671b5d1ed79b851e13a,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\a7,3965,file,a7
8e6c299af01dbac8e4ba2a9aa609b00f1a0e48,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\a7,80,file,a7
9ed23a6351a6b9837117373bc7a7e0d003c38c,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\a8,1707,file,a8
f51328412f122c9677e7eabc9244997a4fd5ea,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\a8,351,file,a8
26f3a5ecb491edba72a075c455849b75db9485,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\af,1001,file,af
5b21c5f134606a1dcdf5c42143cdf7dd93ad1f,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\b0,820,file,b0
6c9332713e5b11f6d2ca2f6c248aace52ba3cb,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\b0,510,file,b0
8ee676baaf72d493d9d638ab394766bcf5ea0b,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\b0,2027,file,b0
d283b87358406fa8555529f66e4da9310d3bf4,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\b4,1674,file,b4
e947059a8ba9db8e135d9e68662dd88de29b3e,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\b4,157,file,b4
e2ddb32c8fd3bfb110079fe092568e511a7e56,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\b5,639,file,b5
2d5fcf370affdbadb00d8e2df1f884b0e6a7fc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\b7,1661,file,b7
5bb1d15920cb7c74b1939020a6173b733f7840,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\b8,52,file,b8
c2ccc929b67fb095e9e92b1bb3dca993a193c6,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\ba,544,file,ba
e853646ecb839b696a90cf4d06e97117048b00,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\c0,1305,file,c0
63eb6c822fe00121106a6e3677e8dcf0a973f7,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\c1,108,file,c1
ae3e9b952b7d8c2da7aa762cb1a72de1d9ae1f,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\c3,1700,file,c3
4895c833392b9797e29ef4a5cd0b6607d8ad9a,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\c5,1109,file,c5
4da5f56ff4be56b5be8891fd450fa2d1cf5630,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\c6,103,file,c6
b9b1cb505b6a3354aab3167094ec009c26959a,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\c7,77,file,c7
cf8b44ce4eab5a214abeb22186672a81f6a3d8,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\c8,107,file,c8
7cf0fcd1b423d184c68ac5192db17fa58e9faa,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\ca,127,file,ca
65b985d4125a0b3046a1c1d8dfd6bc55e6e8e5,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\cc,1564,file,cc
a21f9bca9c226344304d03791a2d85b7d134cb,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\cc,1074,file,cc
62a4aebdb07a17e11a403cfe33f16ea79c3d53,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\cd,827,file,cd
496142fd44220c0abf228fcd4e9572f42f42ea,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\cf,1929,file,cf
1cc35a79bd11249da158f68f8294df273e6c4f,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\d0,685,file,d0
d95d8c43592bcc63b7d74f6cded4635169a3f8,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\d0,1267,file,d0
adb2ba009d2702436d64cb175f11b63e8da338,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\d1,728,file,d1
b3ba8f69664076980fd0c2e79fe6c3c9797be8,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\d4,653,file,d4
27d467d8b80a8a0af82905fbe138f9a6e3a7ca,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\d8,160,file,d8
426aefe46da7bbc1e28c7f6035c6798bd66039,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\d8,152,file,d8
c8c7b67d0a4b17a842a00618fc64fc44d10f03,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\da,52,file,da
c1b630ec2ba0a001759ad35dc2dbf395e959f0,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\dc,727,file,dc
402015501fdc2407147dc4d9a692caf5d21ad8,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\dd,2576,file,dd
b40deadb0c37cbb677e414dd7ac6bfae038823,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\de,128,file,de
e97cf49b016d4618e45e4af06d4705c6a0cd25,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\df,77,file,df
d1ee1025fb5d7e5be0c373dfe075e4be4170f9,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\e0,281,file,e0
538c3c9f957e734dc3889695a550affd615408,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\e3,103,file,e3
950fbd87399371aa797f8c589f9ec35994d8b6,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\e9,1290,file,e9
bbe2c68247bf1282589a9dac975740afc9ccf8,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\eb,1312,file,eb
a7b75a0b36a327a65d787ac4595b996ac5f91a,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\ee,2493,file,ee
79787c0c7efa7974220ea358ba3bd704450191,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\f4,2264,file,f4
f6f51bd78c25e71a2a5f19d52dd013b3b58a91,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\f4,1925,file,f4
6875dd7459a19dc1de4b4ec80a13e53b5abb1f,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\fc,77,file,fc
adbec01c97a9fb310b4f157ab539c3df07e495,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\fc,3133,file,fc
c7d18495643fb40a85b0281d3298518fa30455,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\fe,210,file,fe
1e7af2ab4fe49590f9c2a7638b924831d7f428,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\objects\ff,547,file,ff
heads,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\refs,41,directory,.git
remotes,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\refs,41,directory,.git
tags,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\refs,0,directory,.git
main,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\refs\heads,41,file,heads
origin,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\refs\remotes,41,directory,refs
main,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\.git\refs\remotes\origin,41,file,origin
task_1.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_1,1586,file,homework_1
task_2.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_1,1954,file,homework_1
task_1.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_2,3448,file,homework_2
task_2.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_2,1570,file,homework_2
task_3.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_2,2252,file,homework_2
additional_task.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_3,2117,file,homework_3
Task_1.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_3,462,file,homework_3
Task_2.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_3,5822,file,homework_3
Task_3.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_3,2244,file,homework_3
Task_1.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_4,509,file,homework_4
Task_2.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_4,767,file,homework_4
Task_3.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_4,3451,file,homework_4
Task_1.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_5,687,file,homework_5
Task_2.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_5,950,file,homework_5
Task_3.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_5,280,file,homework_5
add_task,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6,3322,directory,DeepPythonLection
main_task,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6,10446,directory,DeepPythonLection
Task_1,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6,1170,directory,DeepPythonLection
__pycache__,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6,1786,directory,DeepPythonLection
additional_task.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\add_task,2317,file,add_task
module_add_task.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\add_task,1005,file,add_task
__pycache__,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\main_task,3035,directory,homework_6
portfolio.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\main_task,3092,file,main_task
stock_market.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\main_task,4319,file,main_task
portfolio.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\main_task\__pycache__,3035,file,__pycache__
module_task_1.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\Task_1,830,file,Task_1
Task_1.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\Task_1,340,file,Task_1
module_task_1.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_6\__pycache__,1786,file,__pycache__
files_manager,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7,22539,directory,DeepPythonLection
main.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7,629,file,homework_7
__pycache__,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,11592,directory,homework_7
create_dir.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,729,file,files_manager
create_file.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,1495,file,files_manager
gen_files.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,768,file,files_manager
group_file.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,2785,file,files_manager
group_rename.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,1512,file,files_manager
make_random_name.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,1008,file,files_manager
whatever.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,1832,file,files_manager
write_file_rand.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager,818,file,files_manager
create_dir.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager\__pycache__,1239,file,__pycache__
create_file.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager\__pycache__,2390,file,__pycache__
gen_files.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager\__pycache__,1315,file,__pycache__
group_file.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager\__pycache__,4352,file,__pycache__
group_rename.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_7\files_manager\__pycache__,2296,file,__pycache__
file_manager,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8,24241,directory,DeepPythonLection
main.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8,811,file,homework_8
__pycache__,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager,15876,directory,homework_8
create_file_json.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager,2246,file,file_manager
create_file_txt.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager,391,file,file_manager
csv_to_json.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager,966,file,file_manager
directory_link.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager,3285,file,file_manager
json_to_csv.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager,1011,file,file_manager
txt_to_json.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager,466,file,file_manager
create_file_json.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager\__pycache__,3469,file,__pycache__
create_file_txt.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager\__pycache__,1253,file,__pycache__
csv_to_json.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager\__pycache__,2227,file,__pycache__
directory_link.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager\__pycache__,5396,file,__pycache__
json_to_csv.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager\__pycache__,2193,file,__pycache__
txt_to_json.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\homework_8\file_manager\__pycache__,1338,file,__pycache__
GLU.txt,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,3112,file,new
hv.pop,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,3104,file,new
jidyX.txt,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,525,file,new
LD.pop,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,1053,file,new
LqD.pop,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,3944,file,new
OdfY.pop,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,1904,file,new
PNn.txt,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,3571,file,new
pUbxG.pop,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,2637,file,new
PVdK.pop,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,2700,file,new
qjaa.txt,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,1127,file,new
Vhyyh.txt,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,1543,file,new
zetfn.txt,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\new,271,file,new
__pycache__,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\package_sem_6,5911,directory,DeepPythonLection
module_task2_task3.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\package_sem_6,1523,file,package_sem_6
module_task4_5_6.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\package_sem_6,3072,file,package_sem_6
module_task_7.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\package_sem_6,1254,file,package_sem_6
__init__.py,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\package_sem_6,723,file,package_sem_6
module_task2_task3.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\package_sem_6\__pycache__,2020,file,__pycache__
module_task4_5_6.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\package_sem_6\__pycache__,3037,file,__pycache__
__init__.cpython-311.pyc,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\package_sem_6\__pycache__,854,file,__pycache__
Archive,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult,11117,directory,DeepPythonLection
Photos,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult,14053,directory,DeepPythonLection
Videos,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult,45954,directory,DeepPythonLection
AF.rar,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Archive,2037,file,Archive
dOTv.zip,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Archive,490,file,Archive
fGQh.zip,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Archive,691,file,Archive
hCYhI.rar,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Archive,2011,file,Archive
JTJj.zip,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Archive,3980,file,Archive
YOF.rar,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Archive,1908,file,Archive
LOEd.jpg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Photos,2334,file,Photos
oo.jpg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Photos,1653,file,Photos
sF.jpg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Photos,708,file,Photos
skTW.jpg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Photos,3422,file,Photos
US.jpg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Photos,3930,file,Photos
xXdxH.jpg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Photos,2006,file,Photos
EppSG.mpeg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,3625,file,Videos
fSlub.mpeg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,3923,file,Videos
FWR.mpeg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,3391,file,Videos
go.mpeg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,2472,file,Videos
Hqh.mp4,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,3376,file,Videos
kJemY.mp4,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,3855,file,Videos
mGwuK.mpeg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,3000,file,Videos
ny.mp4,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,1686,file,Videos
pFAG.avi,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,1246,file,Videos
RqgF.avi,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,3592,file,Videos
tl.avi,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,923,file,Videos
UV.mp4,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,2243,file,Videos
xL.mp4,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,1679,file,Videos
yBM.avi,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,2497,file,Videos
yBTk.mp4,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,2809,file,Videos
YJwkm.avi,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,807,file,Videos
ZBu.mpeg,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,1622,file,Videos
ZoFcS.avi,C:\Users\homei\OneDrive\Рабочий стол\DeepPythonLection\rezult\Videos,3208,file,Videos
